timestamp,event_id,src,dst,account,action,result,severity,host,proto,port,detail
2026-09-19T09:49:20+00:00,83a95897-be40-467d-812c-189836cecdd2,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:24+00:00,6233e35f-a383-440e-b49c-e4e2d2182a3a,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:28+00:00,85243695-71fe-4573-9e67-5726cc45a298,45.83.140.77,10.0.10.11,jsmith,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:32+00:00,d25b58ff-5885-49e6-94fc-8ec04859d3b3,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:36+00:00,c2af8eaf-2507-43ac-9aee-fd8e0467e0bf,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:40+00:00,68c6aa85-42fc-4e01-b50c-598986fd13e2,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:44+00:00,1055f39a-2fd0-4b49-bdaf-5db65858f09c,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:45+00:00,87bffc22-3513-4f07-80b8-a18b2f6ac430,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:49:48+00:00,1ba0ca88-63c8-4f5b-9e64-5ae6b0c08eed,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:52+00:00,56bc9347-a808-443d-957d-a2bc147e91bb,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:49:56+00:00,d11d580f-4f79-487e-90d6-7b106c9a87b1,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:00+00:00,5a6063ad-e21f-4fb1-8dec-7f3d3dcc4fec,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:04+00:00,eb52d3f0-9259-4d50-b8a6-9ba9ed623087,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:08+00:00,d296e30d-b784-4772-8313-ef3595b4dbb6,45.83.140.77,10.0.10.11,jsmith,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:12+00:00,afc342ad-a881-4ad3-b16a-e192a84b6194,45.83.140.77,10.0.10.11,svc_backup,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:16+00:00,65190237-d8be-42fa-b9d1-0366c9f460e0,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:20+00:00,d52bccdc-fd91-4741-bab5-226405c62d56,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:24+00:00,1de8fe95-1db2-446f-85b8-e95f660811f6,45.83.140.77,10.0.10.11,jsmith,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:28+00:00,a9e46c15-2b64-49ec-a34c-fe8a1c9432af,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:32+00:00,fb764048-3ba1-4db5-942a-719a304eb9b3,45.83.140.77,10.0.10.11,carol,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:36+00:00,cc27c02d-9e69-476f-bb64-08743ebc998c,45.83.140.77,10.0.10.11,jsmith,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:40+00:00,cba9e2fc-3fb9-4c62-88ab-29b6bb41efe6,45.83.140.77,10.0.10.11,admin,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:44+00:00,8dc91666-06a9-4c58-8588-28cbcb32aa71,45.83.140.77,10.0.10.11,bob,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:48+00:00,f588f45a-2cec-44b7-8f0d-12ec0447660c,45.83.140.77,10.0.10.11,jsmith,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:52+00:00,238ab97a-0e61-44da-83eb-16e120be2495,45.83.140.77,10.0.10.11,dave,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:50:56+00:00,01869361-db90-42b0-aefd-4c7ee11cb0ce,45.83.140.77,10.0.10.11,alice,login,failure,45,srv-web01,ssh,22,Failed password (invalid credentials)
2026-09-19T09:51:05+00:00,310eee17-d210-439a-8edc-8397ba050f4a,45.83.140.77,10.0.10.11,admin,login,success,70,srv-web01,ssh,22,Accepted password for admin after repeated failures
2026-09-19T09:51:15+00:00,248ae1ca-3135-430d-994f-7cc348225c3b,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:52:45+00:00,6d924c59-2d93-4e32-8ec1-5f233dbf4bfe,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:53:17+00:00,8ec2aaeb-ec80-4b7a-bb82-2990567db2f4,10.0.10.5,10.0.10.21,svc_backup,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:53:27+00:00,c0e00532-aac1-440b-a14a-946cf8f589f3,10.0.20.102,10.0.10.5,bob,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:54:15+00:00,73a24888-84e1-4ae1-8f2c-7ec737119187,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:54:33+00:00,ed20d513-6274-4d4f-bd11-4f0deedef9d5,10.0.10.5,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T09:55:45+00:00,c1c2a22a-a6f2-473f-b784-be4931559f90,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:57:15+00:00,cf57a172-ce0b-457e-86b4-13c3452176f5,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:57:40+00:00,9a17d17f-2681-4ffe-9f77-acbd249dd121,10.0.10.9,10.0.10.5,carol,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T09:57:55+00:00,ac3c16aa-6e7b-4a55-856a-68df5e09d3c2,10.0.10.5,10.0.10.21,admin,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T09:58:45+00:00,8110b66e-ebd7-48d5-87e9-fff17b6fc60f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T09:59:55+00:00,6a9fc6cd-7824-483f-be2f-16b6276c9e67,10.0.10.5,10.0.10.9,admin,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T10:00:05+00:00,25bf0252-8b88-4bc3-8715-7e333925a12a,10.0.10.9,10.0.10.5,dave,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:00:06+00:00,e23f5b54-1c6c-4007-88fb-8065deacdfb3,10.0.10.21,10.0.10.5,carol,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:00:15+00:00,04419eb6-ae90-435e-a71c-fec8b00ebe87,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:00:39+00:00,1b4481d7-e038-4747-9fb2-15bbfeec6148,10.0.10.9,10.0.20.102,bob,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:01:45+00:00,ab3a43fe-7506-450a-a7ab-685813266dad,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:01:51+00:00,0cee5ee2-54f0-48f0-a9e8-baf553c62487,10.0.10.5,10.0.10.9,svc_backup,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T10:03:15+00:00,49b10ab5-fb39-4fa3-8e05-20289035115c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:03:49+00:00,f87fa355-81a8-4334-8292-024d7db06aa2,10.0.20.45,10.0.20.102,dave,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:04:45+00:00,e7639e46-4ae2-40b8-8450-a4c66adc574b,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:04:47+00:00,2a81ee60-1139-44d5-a046-c8539eb81103,10.0.10.21,10.0.10.5,svc_backup,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:06:15+00:00,5c95a13b-584a-42a1-9fcf-3c29eb2df667,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:07:45+00:00,50d5267b-e0fd-4e5f-8e6d-ab3c4ed9d743,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:09:15+00:00,4d46f419-e8ce-4ba7-9337-071999f780e4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:09:30+00:00,7d202183-b1f3-4944-be92-989c56e972d2,10.0.10.11,10.0.10.11,jsmith,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:10:45+00:00,3260d8a1-bdb5-470c-832a-20b739e3d135,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:12:15+00:00,35bf7fd6-05c9-4faa-92f1-51657ab7e504,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:12:33+00:00,4fecbe09-60bf-4f13-be8d-a5c9666647a9,10.0.10.9,10.0.20.102,bob,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:13:28+00:00,d459016f-3e43-4c87-9592-4a30f149796e,10.0.20.45,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:13:45+00:00,aea9ef4e-796b-4a82-b9a3-f2936a730ab5,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:14:07+00:00,802a012d-1baa-4d00-bf6f-387c0a53d8b4,10.0.10.11,10.0.20.45,bob,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T10:14:16+00:00,cae4a396-3eea-4a08-a39a-1270c3ce22e9,10.0.10.9,10.0.10.11,admin,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:15:15+00:00,a9d611f8-afb5-418a-81e1-c58fa52a15c9,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:16:45+00:00,5d3a0ec8-6eed-408d-8090-c8626539ce91,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:18:15+00:00,bded32a0-cb02-4d67-8bc3-2124ee390a85,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:18:32+00:00,f854b92b-7ca5-49c1-88e2-01eb6f327d63,10.0.20.45,10.0.10.11,dave,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:19:45+00:00,b437871a-3598-448e-94e7-4687c4a985b7,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:21:15+00:00,bbc0f363-a38a-483a-98b3-6d648cb8f1d4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:21:28+00:00,a2c5b4db-bc63-4ca1-ac69-74b86a6464d0,10.0.10.21,10.0.10.5,bob,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:22:45+00:00,c93b2ecd-04d7-433d-9ff8-8471efc2ad5d,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:24:15+00:00,9ae99aba-2960-46f4-ac39-6649a509a547,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:24:24+00:00,60f4af85-879b-41b4-bd3d-cd7611a3e9bf,10.0.10.11,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:25:00+00:00,4b2b5ab1-1e65-40d3-a069-6fe1bc5662ff,10.0.10.11,10.0.10.11,bob,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:25:45+00:00,2721d946-7ca9-41e3-8107-2df221e0c900,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:26:22+00:00,b309224a-cee8-4a3a-89ea-d81afd1e3b59,10.0.20.102,10.0.10.21,svc_backup,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T10:27:15+00:00,67b8588d-1fc6-4f00-b8b7-24d845b9022e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:28:03+00:00,d63e6c21-3ecb-4ef0-b886-94f13648441d,10.0.10.11,10.0.10.11,carol,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:28:45+00:00,ca5709c2-117c-49dc-9813-9e25b64573f3,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:28:55+00:00,5e254b2c-f049-4516-b282-aa8ba2ba6e4f,10.0.10.11,10.0.10.11,dave,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T10:30:15+00:00,c0f53fbd-26b4-46fb-9a69-840e26486df5,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:30:24+00:00,b241312e-7683-45cf-9fba-18f12398f09d,10.0.10.11,10.0.10.21,dave,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T10:30:52+00:00,d9c6b040-1d88-43e8-9acd-c0cc527c58a7,10.0.10.11,10.0.10.5,bob,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:31:45+00:00,86f9a544-2101-4156-87ac-b4cfc869626b,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:31:55+00:00,839c26a8-252d-402d-b88f-24d39500db15,10.0.20.102,10.0.10.5,svc_backup,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:32:05+00:00,c88be980-7976-4c96-b8bf-17d450687c33,10.0.10.11,10.0.10.21,carol,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T10:33:15+00:00,e1b9a989-b7ca-4c63-a8af-ee38253c4342,10.0.10.9,10.0.20.102,admin,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:33:15+00:00,26e4b35d-6d31-433b-986f-2fb79803a43f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:34:03+00:00,6f6ceb3e-5d48-4f0e-8df0-18577e8b6628,10.0.20.102,10.0.20.102,jsmith,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:34:45+00:00,5f35d207-8ec7-438c-b266-c70471d24422,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:36:15+00:00,d65cd2dd-d2db-458e-afb8-5339e83487d2,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:37:43+00:00,7756fea3-387c-4a4a-80fd-bbf12caf918c,10.0.20.102,10.0.20.45,alice,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T10:37:45+00:00,56142297-f802-4158-bf6a-a1dcd412569f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:39:15+00:00,e6a5d6ec-f36e-434e-9983-8fb12586eacc,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:40:45+00:00,65d7908c-bee2-4427-8bab-35b420835874,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:42:06+00:00,4f4bbf8d-65eb-4352-b5dc-14de912d51e1,10.0.10.21,10.0.20.102,svc_backup,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:42:15+00:00,27407cd8-04f9-4e96-958b-2693dd081a09,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:43:15+00:00,adc2c8f4-d94c-4ffc-92cf-be71ed81940f,10.0.10.9,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:43:45+00:00,e70c51bc-0fa5-4351-b5e4-ae1bf9209669,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:45:13+00:00,add95c7b-9544-4cdc-aee8-fd260bd49bff,10.0.10.5,10.0.10.5,dave,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:45:15+00:00,e8b40eb5-b66a-43f5-8c68-8811963053c6,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:46:45+00:00,6757c039-2502-480b-8be2-02727f4ba7e7,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:46:51+00:00,865e2596-a633-47af-ab80-2c21a1bac363,10.0.20.45,10.0.10.5,alice,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:48:01+00:00,ba4be277-e1b4-4da3-a098-ef40c07875b3,10.0.10.11,10.0.10.5,alice,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:48:15+00:00,f398bfb3-088c-4964-867e-6e175a4f33f6,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:49:45+00:00,a6ee348d-3da1-416d-902e-9901ca69f35e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:51:15+00:00,1f81241f-b79c-4b52-ab51-1d6053b8550e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:52:30+00:00,c5dd904b-cb0a-4b2f-9450-c06f6193c436,10.0.10.11,10.0.10.9,bob,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T10:52:45+00:00,9aee79e6-eb5f-4f10-a53a-97c5ff87f0ff,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:53:50+00:00,783309b3-184a-45f9-8054-3d1a4194999e,10.0.10.9,10.0.10.9,carol,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T10:54:15+00:00,005a9caf-b12a-48f5-aae0-1c1cd1421227,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:54:29+00:00,fbe1681c-ac83-4adf-810e-f72f82a9be44,10.0.20.102,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T10:54:36+00:00,8a530989-3d72-41e6-9710-af0437bda1b8,10.0.10.5,10.0.10.21,admin,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T10:55:45+00:00,0f53560a-7900-4810-acdb-5edd73fec559,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:56:51+00:00,7451de14-ae3d-4532-b264-5c867b0a3527,10.0.20.45,10.0.10.9,jsmith,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T10:57:15+00:00,eac17f4b-917b-478e-96b4-18579ba10fad,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:57:48+00:00,7be98ea7-b1a6-4c15-90d5-56b74aeb417a,10.0.20.45,10.0.20.102,svc_backup,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T10:58:45+00:00,6b8d7e57-29fa-41c0-b91b-73010767cc7a,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T10:59:54+00:00,60280f4a-3990-49b2-8fa7-fa66d7d59ec2,10.0.10.9,10.0.10.9,svc_backup,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:00:15+00:00,913532e7-b667-4cf7-92fc-d44c292ebd58,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:00:58+00:00,bacc4ecc-a671-439b-9e78-08f38f8fea6d,10.0.20.102,10.0.10.11,admin,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T11:01:45+00:00,ea2afc10-e14c-40c1-bca0-a1bc6e99c91f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:02:57+00:00,564e85f8-e184-45a0-9880-2c873bab3c58,10.0.10.9,10.0.20.45,carol,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:02:59+00:00,9408e453-1844-47ec-8e84-70d3e58e1a3e,10.0.10.5,10.0.20.45,bob,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:03:15+00:00,93c574de-a3ef-486d-9ed5-b4a03c3797bb,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:04:45+00:00,94959697-0d83-4bfa-8549-7a748911492f,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:06:15+00:00,0f44b664-f7d9-4f09-8ffc-17706f19a751,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:07:21+00:00,5826851a-3df7-40bd-aefc-61c100953fd1,10.0.20.45,10.0.10.11,admin,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T11:07:45+00:00,a4353146-906b-4ab6-a8c9-0c86c88083cf,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:08:22+00:00,6d5c67d8-bbd6-4eb1-8c3d-b648c706369c,10.0.20.45,10.0.10.9,carol,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:08:33+00:00,ff08769b-e9b1-4859-b896-a2557294d9e8,10.0.20.102,10.0.20.45,svc_backup,login,success,10,wks-045,ssh,22,Accepted password
2026-09-19T11:09:15+00:00,93cd004d-1040-4062-9e46-f5c3d879a8f5,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:10:45+00:00,eca13d9b-0bce-419c-ba09-f60abc41f3e1,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:12:15+00:00,0e479ee4-bfc0-42b9-b81d-b5c4f959c5ea,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:12:29+00:00,676d2370-dacd-42cd-9873-3b52af4e59e3,10.0.20.45,10.0.10.5,admin,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:12:53+00:00,76a5a8f2-c2c4-4e12-89fd-be5036058b95,10.0.20.45,10.0.10.5,dave,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:13:41+00:00,d0de8b6a-ff55-4fb2-a48e-5f6c532b5c12,10.0.10.5,10.0.10.11,svc_backup,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T11:13:45+00:00,ec041d55-59ac-46c7-9ca6-a16b9c07cb9c,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:15:03+00:00,1cfab92d-30d6-49c3-9455-cbb3c5096ba1,10.0.10.21,10.0.10.11,admin,login,success,10,srv-web01,ssh,22,Accepted password
2026-09-19T11:15:15+00:00,4fbabf4b-3ef6-4176-a2a8-bac799c10abf,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:16:12+00:00,73886e13-403b-47e0-add1-92d9f3ca6428,10.0.10.11,10.0.20.102,dave,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T11:16:45+00:00,1926aee5-6112-4556-9af2-b6f0672e13bf,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:16:57+00:00,155b5927-5d8c-4371-95a1-26aa054b448a,10.0.10.9,10.0.20.102,alice,login,success,10,wks-102,ssh,22,Accepted password
2026-09-19T11:17:16+00:00,61b7647d-ceb4-4765-8e30-380a88e45ded,10.0.10.9,10.0.10.21,jsmith,login,success,10,srv-db01,ssh,22,Accepted password
2026-09-19T11:18:15+00:00,26c640f4-5f73-4821-b5db-bbc6b9c49e82,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:19:45+00:00,af40da29-241f-4c6a-a6dc-ed5049cc5a8e,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:19:58+00:00,15568613-592e-4226-a097-a640e50bf5b7,10.0.10.5,10.0.10.9,carol,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:21:15+00:00,51e67541-7523-4350-a81d-c73d4193d3ef,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:22:45+00:00,00b18e48-f071-4f50-843b-09f6df28dad2,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:23:55+00:00,e1f2b27d-5e75-455c-9700-1e8a7c9a8313,10.0.10.9,10.0.10.9,alice,login,success,10,mon01,ssh,22,Accepted password
2026-09-19T11:24:04+00:00,92002dd0-c2c8-406f-8fec-484d2b6383ba,10.0.10.11,10.0.10.5,jsmith,login,success,10,dc01,ssh,22,Accepted password
2026-09-19T11:24:15+00:00,31352899-1b62-4153-b734-11ba138ff5d4,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:25:45+00:00,cddb7d4a-1475-47b3-b4fb-e5108ad0d77a,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
2026-09-19T11:27:15+00:00,2cdacf2b-7297-40f3-abbe-a9cef5517bfe,10.0.20.102,10.0.10.21,svc_backup,login,failure,35,srv-db01,ssh,22,Failed password for svc_backup
